Run time (s),Round,Exception,deadline,Agreement,Discounted,#agreeing,min.util.,max.util.,Dist. to Pareto,Dist. to Nash,Social Welfare,Agent 1,Agent 2,Utility 1,Utility 2,Disc. Util. 1,Disc. Util. 2,Perceived. Util. 1,Perceived. Util. 2,Profile 1,Profile 2,Domain,Utility product
3.718,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,Gravity,dandikAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.696,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,dandikAgent,Gravity,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
4.055,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,Gravity,dandikAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
4.11,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,dandikAgent,Gravity,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.603,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,Gravity,dandikAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
2.931,1001,,1000rounds,Yes,No,2,0.50347,0.91145,0.06979,0.22975,1.41492,AgentPeraltaV2,TheNewDeal,0.911448130025753,0.503467607407312,0.911448130025753,0.503467607407312,0.965862708719851,0.285121049102125,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.45888460929993447
16.592,1001,,1000rounds,No,No,1,0.3,0.3,1.09666,1.16932,0.0,TheNewDeal,AgentPeraltaV2,0.3,0.3,0.3,0.3,0.0,0.0,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.09
1.747,577,,1000rounds,Yes,No,2,0.56532,0.95615,0.0,0.41123,1.52148,AgentPeraltaV2,TheNewDeal,0.5653230555129,0.956152086096157,0.5653230555129,0.956152086096157,0.484216101694915,0.984995004551448,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.5405348188469129
15.696,1001,,1000rounds,No,No,1,0.3,0.3,1.09666,1.16932,0.0,TheNewDeal,AgentPeraltaV2,0.3,0.3,0.3,0.3,0.0,0.0,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.09
2.462,1001,,1000rounds,Yes,No,2,0.46539,0.80245,0.18473,0.28894,1.26784,AgentPeraltaV2,TheNewDeal,0.802453494587576,0.465391361569488,0.802453494587576,0.465391361569488,0.825265462506841,0.339231639891203,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.37345492444230577
15.636,1001,,1000rounds,No,No,1,0.3,0.3,1.09666,1.16932,0.0,TheNewDeal,AgentPeraltaV2,0.3,0.3,0.3,0.3,0.0,0.0,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.09
2.5,1001,,1000rounds,Yes,No,2,0.69595,0.86799,0.05682,0.05682,1.56393,AgentPeraltaV2,TheNewDeal,0.867986586293494,0.695947111264576,0.867986586293494,0.695947111264576,0.810334410422116,0.835444328945897,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.6040727573473578
0.292,9,,1000rounds,Yes,No,2,0.6465,0.88002,0.0583,0.09205,1.52651,TheNewDeal,AgentPeraltaV2,0.880015445344411,0.646498266788007,0.880015445344411,0.646498266788007,0.778538812785388,0.476051136064885,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.5689284601618378
0.136,49,,1000rounds,Yes,No,2,0.56532,0.95615,0.0,0.41123,1.52148,AgentPeraltaV2,TheNewDeal,0.5653230555129,0.956152086096157,0.5653230555129,0.956152086096157,0.491781308910011,0.895785818034729,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.5405348188469129
19.016,1001,,1000rounds,No,No,1,0.3,0.3,1.09666,1.16932,0.0,TheNewDeal,AgentPeraltaV2,0.3,0.3,0.3,0.3,0.0,0.0,England_rv03_comp20.xml,Zimbabwe_rv03_comp200.xml,England vs Zimbabwe,0.09
8.145,1001,,1000rounds,Yes,No,2,0.3061,0.53494,0.61293,0.70883,0.84104,Gravity,TheNewDeal,0.534939115415715,0.306096883177977,0.534939115415715,0.306096883177977,0.0,0.224452909709839,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.16374319591873449
7.447,1001,,1000rounds,No,No,1,0.5,0.5,1.22373,1.29625,0.0,TheNewDeal,Gravity,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
7.44,1001,,1000rounds,Yes,No,2,0.37787,0.44109,0.64778,0.71611,0.81896,Gravity,TheNewDeal,0.441094698491896,0.377867224870538,0.441094698491896,0.377867224870538,0.0,0.178332040647078,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.16667522962423942
7.964,1001,,1000rounds,No,No,1,0.5,0.5,1.22373,1.29625,0.0,TheNewDeal,Gravity,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
8.429,1001,,1000rounds,Yes,No,2,0.41249,0.51941,0.56279,0.6366,0.93189,Gravity,TheNewDeal,0.519406016720187,0.412485447009024,0.519406016720187,0.412485447009024,0.0,0.485771019697673,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.21424742298600294
8.308,1001,,1000rounds,No,No,1,0.5,0.5,1.22373,1.29625,0.0,TheNewDeal,Gravity,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
8.414,1001,,1000rounds,Yes,No,2,0.59087,0.7425,0.2818,0.35644,1.33338,Gravity,TheNewDeal,0.742502649586687,0.590873314205561,0.742502649586687,0.590873314205561,0.0,0.688012655664502,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.43872500136769604
8.123,1001,,1000rounds,No,No,1,0.5,0.5,1.22373,1.29625,0.0,TheNewDeal,Gravity,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
8.488,1001,,1000rounds,Yes,No,2,0.47979,0.54891,0.50434,0.56777,1.0287,Gravity,TheNewDeal,0.548907664201777,0.479793260070933,0.548907664201777,0.479793260070933,0.0,0.304009689156286,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.2633621976852915
8.557,1001,,1000rounds,No,No,1,0.5,0.5,1.22373,1.29625,0.0,TheNewDeal,Gravity,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
5.089,957,,1000rounds,Yes,No,2,0.49167,0.89194,0.32548,0.41037,1.38361,KAgent,KakeSoba,0.491666388064903,0.891939952297094,0.491666388064903,0.891939952297094,0.992881940465478,0.891735832285208,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.43853689471669405
3.904,973,,1000rounds,Yes,No,2,0.77177,0.87695,0.13052,0.14181,1.64872,KakeSoba,KAgent,0.876951212567804,0.771771789457243,0.876951212567804,0.771771789457243,0.875328785059148,0.970529304627681,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.6768062065901531
0.001,2,,1000rounds,Yes,No,2,0.55299,0.91346,0.26049,0.34859,1.46644,KAgent,KakeSoba,0.552988273872955,0.913456176761689,0.552988273872955,0.913456176761689,1.0,0.907576411129892,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.5051305544460353
0.002,3,,1000rounds,Yes,No,2,0.68294,0.84413,0.20448,0.23559,1.52707,KakeSoba,KAgent,0.844129817172936,0.682940310203701,0.844129817172936,0.682940310203701,0.856921186952192,1.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.5764902791922784
5.105,981,,1000rounds,Yes,No,2,0.71761,0.84688,0.17326,0.19496,1.56449,KAgent,KakeSoba,0.717610548481192,0.84687541234532,0.717610548481192,0.84687541234532,0.912896091660494,0.856425018364044,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.6077267291483608
4.032,1001,,1000rounds,Yes,No,2,0.70495,0.90418,0.14613,0.20649,1.60913,KakeSoba,KAgent,0.904177148622537,0.704951562350909,0.904177148622537,0.704951562350909,0.908227625740622,0.468472548695995,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.6374010935634474
0.138,31,,1000rounds,Yes,No,2,0.78021,0.8679,0.12894,0.12894,1.6481,KAgent,KakeSoba,0.780206988647693,0.867896609127302,0.780206988647693,0.867896609127302,0.917325128510337,0.869338902205616,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.6771389998647562
0.002,3,,1000rounds,Yes,No,2,0.71914,0.96719,0.10158,0.20317,1.68633,KakeSoba,KAgent,0.967192068635115,0.719142241793621,0.967192068635115,0.719142241793621,0.97269411366167,1.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.6955486724832664
4.131,963,,1000rounds,Yes,No,2,0.67583,0.95673,0.13024,0.23024,1.63256,KAgent,KakeSoba,0.675834553397104,0.956728088380844,0.675834553397104,0.956728088380844,0.985290150227937,0.954083686587295,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.6465899003333327
4.485,983,,1000rounds,Yes,No,2,0.77201,0.87715,0.13024,0.14154,1.64916,KakeSoba,KAgent,0.87715372047585,0.772011252147208,0.87715372047585,0.772011252147208,0.883605307163712,0.907572037506197,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.6771725420701431
0.019,6,,1000rounds,Yes,No,2,0.87382,0.87389,0.0,0.07109,1.74771,GaravelAgent,winkyAgent,0.873894075904236,0.873817234619164,0.873894075904236,0.873817234619164,0.823828920570264,0.813780770039974,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.7636237047567093
0.058,7,,1000rounds,Yes,No,2,0.85146,0.94127,0.0,0.0,1.79273,winkyAgent,GaravelAgent,0.85145874103907,0.941272727664476,0.85145874103907,0.941272727664476,0.783693255457743,0.857142857142857,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.8014548916716062
0.005,4,,1000rounds,Yes,No,2,0.81509,1.0,0.0,0.1949,1.81509,GaravelAgent,winkyAgent,1.0,0.815089962283641,1.0,0.815089962283641,1.0,0.670923627182831,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.815089962283641
1.233,719,,1000rounds,Yes,No,2,0.85146,0.94127,0.0,0.0,1.79273,winkyAgent,GaravelAgent,0.85145874103907,0.941272727664476,0.85145874103907,0.941272727664476,0.783693255457743,0.857142857142857,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.8014548916716062
0.003,7,,1000rounds,Yes,No,2,0.81509,1.0,0.0,0.1949,1.81509,GaravelAgent,winkyAgent,1.0,0.815089962283641,1.0,0.815089962283641,1.0,0.670923627182831,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.815089962283641
0.003,6,,1000rounds,Yes,No,2,0.85146,0.94127,0.0,0.0,1.79273,winkyAgent,GaravelAgent,0.85145874103907,0.941272727664476,0.85145874103907,0.941272727664476,0.783693255457743,0.857142857142857,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.8014548916716062
0.001,3,,1000rounds,Yes,No,2,0.81509,1.0,0.0,0.1949,1.81509,GaravelAgent,winkyAgent,1.0,0.815089962283641,1.0,0.815089962283641,1.0,0.670923627182831,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.815089962283641
0.001,3,,1000rounds,Yes,No,2,0.85146,0.94127,0.0,0.0,1.79273,winkyAgent,GaravelAgent,0.85145874103907,0.941272727664476,0.85145874103907,0.941272727664476,0.783693255457743,0.857142857142857,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.8014548916716062
0.001,3,,1000rounds,Yes,No,2,0.87382,0.87389,0.0,0.07109,1.74771,GaravelAgent,winkyAgent,0.873894075904236,0.873817234619164,0.873894075904236,0.873817234619164,0.823828920570264,0.813780770039974,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.7636237047567093
0.003,6,,1000rounds,Yes,No,2,0.85146,0.94127,0.0,0.0,1.79273,winkyAgent,GaravelAgent,0.85145874103907,0.941272727664476,0.85145874103907,0.941272727664476,0.783693255457743,0.857142857142857,laptop_buyer_rv04_comp27.xml,laptop_seller_rv07_comp27.xml,Laptop,0.8014548916716062
1.689,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AgentGG,AuthenticAgent,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
2.348,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AuthenticAgent,AgentGG,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
1.868,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AgentGG,AuthenticAgent,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
2.528,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AuthenticAgent,AgentGG,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
2.462,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AgentGG,AuthenticAgent,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
1.841,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AuthenticAgent,AgentGG,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
1.902,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AgentGG,AuthenticAgent,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
2.142,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AuthenticAgent,AgentGG,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
2.209,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AgentGG,AuthenticAgent,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
2.511,952,,1000rounds,No,No,0,0.2,0.3,0.88555,0.98493,0.0,AuthenticAgent,AgentGG,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
4.416,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,EAgent,SACRA,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.88,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,SACRA,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.587,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,EAgent,SACRA,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.806,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,SACRA,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.866,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,EAgent,SACRA,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.692,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,SACRA,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.842,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,EAgent,SACRA,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
4.069,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,SACRA,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
4.222,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,EAgent,SACRA,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
4.229,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,SACRA,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.201,1001,,1000rounds,Yes,No,2,0.79377,0.93868,0.06499,0.12337,1.73245,EAgent,TheNewDeal,0.938678114191948,0.793766939301768,0.938678114191948,0.793766939301768,1.0,0.489972534509187,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.745091653691698
2.345,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,TheNewDeal,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
2.581,1001,,1000rounds,Yes,No,2,0.60099,0.87434,0.24842,0.31163,1.47533,EAgent,TheNewDeal,0.874336805820629,0.60099006767367,0.874336805820629,0.60099006767367,1.0,0.600069707535934,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.5254677360997203
2.59,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,TheNewDeal,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
2.915,1001,,1000rounds,Yes,No,2,0.77176,0.87863,0.12894,0.14154,1.65039,EAgent,TheNewDeal,0.878630782742346,0.77175568715456,0.878630782742346,0.77175568715456,0.999999970197677,0.500238601702843,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.6780883034904681
2.37,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,TheNewDeal,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
0.002,3,,1000rounds,Yes,No,2,0.90158,0.91142,0.0,0.0,1.813,EAgent,TheNewDeal,0.901576205905346,0.911424085739105,0.901576205905346,0.911424085739105,0.805993840098381,0.969081743599881,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.8217182691914111
2.512,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,TheNewDeal,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
3.233,1001,,1000rounds,Yes,No,2,0.81528,1.0,0.0,0.13759,1.81528,EAgent,TheNewDeal,1.0,0.815283163766363,1.0,0.815283163766363,1.0,0.628576622663936,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.815283163766363
3.202,1001,,1000rounds,No,No,1,0.0,0.0,1.2798,1.282,0.0,TheNewDeal,EAgent,0.0,0.0,0.0,0.0,0.0,0.0,holiday-Profile1_rv00_comp50.xml,holiday-Profile2_rv00_comp50.xml,Holiday,0.0
4.151,999,,1000rounds,Yes,No,2,0.79269,0.81209,0.1113,0.17379,1.60478,SAGA,TheNewDeal,0.792689509047412,0.812090500934654,0.792689509047412,0.812090500934654,0.863042218921691,0.706878705184906,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.6437356204879577
3.497,1000,,1000rounds,Yes,No,2,0.63804,0.9705,0.07349,0.2408,1.60854,TheNewDeal,SAGA,0.970498352518409,0.638036656164877,0.970498352518409,0.638036656164877,0.788513959166026,0.787659583467991,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.6192135236543678
3.67,1001,,1000rounds,Yes,No,2,0.50898,0.76671,0.33278,0.4582,1.27568,SAGA,TheNewDeal,0.508978265606828,0.766706457750578,0.508978265606828,0.766706457750578,0.686033898217349,0.820196708097145,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.39023692309544394
4.941,1001,,1000rounds,Yes,No,2,0.6828,0.99959,0.02255,0.20081,1.68239,TheNewDeal,SAGA,0.999587444966102,0.682802344966946,0.999587444966102,0.682802344966946,0.836731551930075,0.788048335329794,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.6825206514223725
4.726,1000,,1000rounds,Yes,No,2,0.7929,0.82712,0.10027,0.16845,1.62001,SAGA,TheNewDeal,0.792895786564361,0.827118583774548,0.792895786564361,0.827118583774548,0.830926187440779,0.721684572988511,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.6558188400639205
0.001,2,,1000rounds,Yes,No,2,0.83424,0.90932,0.04697,0.06227,1.74357,TheNewDeal,SAGA,0.909324750838086,0.834244295856083,0.909324750838086,0.834244295856083,0.791901838644561,0.898861130460062,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.7585989864674271
4.291,999,,1000rounds,Yes,No,2,0.80489,0.92969,0.04553,0.15718,1.73458,SAGA,TheNewDeal,0.804887230407058,0.929692776597979,0.804887230407058,0.929692776597979,0.850457848455441,0.714857962145931,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.748297844085395
4.491,1001,,1000rounds,No,No,1,0.5,0.5,1.22373,1.29625,0.0,TheNewDeal,SAGA,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
3.171,999,,1000rounds,Yes,No,2,0.7463,1.0,0.0,0.24025,1.7463,SAGA,TheNewDeal,0.746296490477775,0.999999999999999,0.746296490477775,0.999999999999999,0.830766799758213,0.690896856153321,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.7462964904777742
0.001,2,,1000rounds,Yes,No,2,0.8339,0.96893,0.0,0.04697,1.80283,TheNewDeal,SAGA,0.968933802608942,0.833897317189301,0.968933802608942,0.833897317189301,0.953809474515403,0.870152043151559,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.8079912985296245
0.972,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,AuthenticAgent,winkyAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
1.305,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,winkyAgent,AuthenticAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
1.582,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,AuthenticAgent,winkyAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
1.412,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,winkyAgent,AuthenticAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
1.361,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,AuthenticAgent,winkyAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
1.611,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,winkyAgent,AuthenticAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
1.309,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,AuthenticAgent,winkyAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
1.251,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,winkyAgent,AuthenticAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
1.515,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,AuthenticAgent,winkyAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
2.374,952,,1000rounds,No,No,0,0.5,0.5,1.22373,1.29625,0.0,winkyAgent,AuthenticAgent,0.5,0.5,0.5,0.5,0.0,0.0,party5_rv05_comp100.xml,party6_rv05_comp100.xml,Party,0.25
2.301,1001,,1000rounds,No,No,1,0.2,0.3,0.88555,0.98493,0.0,dandikAgent,GaravelAgent,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
2.061,1001,,1000rounds,No,No,1,0.2,0.3,0.88555,0.98493,0.0,GaravelAgent,dandikAgent,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
2.724,1001,,1000rounds,No,No,1,0.2,0.3,0.88555,0.98493,0.0,dandikAgent,GaravelAgent,0.3,0.2,0.3,0.2,0.0,0.0,ItexvsCypress_CypressA_rv03_comp30.xml,ItexvsCypress_ItexB_rv02_comp60.xml,Itex vs Cypress,0.06
